Feature,Duration,ATE,Type
Search Coil Magnetometer's Temperature,20,45.98642535682714,IBS_T
Solar Array's Angle,20,-3.4877752444345687,IBS_T
High Gain Antenna Azimuth,20,92.47594603766598,IBS_T
Heater Dutycycle,20,-23.3218702478926,IBS_T
2.5V_PCU_ELB,30,-53.62236558563819,IBS_T
Radial Distance from Sun,30,-0.0255956734675828,IBS_T
Electronic Box Temperature,30,54.682891347586086,IBS_T
Search Coil Magnetometer's Temperature,30,40.07439103191838,IBS_T
Solar Array's Angle,30,-79.19642012644401,IBS_T
High Gain Antenna Azimuth,30,-50.76418769057871,IBS_T
Heater Dutycycle,30,-35.57366896020807,IBS_T
2.5V_PCU_ELB,40,3.6640608989961088,IBS_T
Radial Distance from Sun,40,-0.0229244353205069,IBS_T
Electronic Box Temperature,40,4.17296565148907,IBS_T
Search Coil Magnetometer's Temperature,40,-8.999878092682788,IBS_T
Solar Array's Angle,40,-132.1246862416306,IBS_T
High Gain Antenna Azimuth,40,-21.76655439798911,IBS_T
Heater Dutycycle,40,4.100722508492147,IBS_T
2.5V_PCU_ELB,50,54.65209568572632,IBS_T
Radial Distance from Sun,50,-0.0212560112751363,IBS_T
Electronic Box Temperature,50,28.800489293697744,IBS_T
Search Coil Magnetometer's Temperature,50,-0.246005556057535,IBS_T
Solar Array's Angle,50,94.4464440594585,IBS_T
High Gain Antenna Azimuth,50,-36.538575203908486,IBS_T
Heater Dutycycle,50,16.025937867944762,IBS_T
2.5V_PCU_ELB,60,-65.19123219068506,IBS_T
Radial Distance from Sun,60,-0.0153349757153998,IBS_T
Electronic Box Temperature,60,-6.182841518350189,IBS_T
Search Coil Magnetometer's Temperature,60,-20.46647476449621,IBS_T
Solar Array's Angle,60,-86.80523105696517,IBS_T
High Gain Antenna Azimuth,60,21.277247477556607,IBS_T
Heater Dutycycle,60,-1.128078033611107,IBS_T
2.5V_PCU_ELB,70,30.22519105168238,IBS_T
Radial Distance from Sun,70,-0.007125856042619,IBS_T
Electronic Box Temperature,70,29.18455885967516,IBS_T
Search Coil Magnetometer's Temperature,70,-29.13101759573923,IBS_T
Solar Array's Angle,70,-23.83952331400755,IBS_T
High Gain Antenna Azimuth,70,3.079721552735031,IBS_T
Heater Dutycycle,70,-26.03042618093105,IBS_T
2.5V_PCU_ELB,80,-28.48160724640741,IBS_T
Radial Distance from Sun,80,-0.0017020143057103,IBS_T
Electronic Box Temperature,80,-32.51064162309969,IBS_T
Search Coil Magnetometer's Temperature,80,-4.775294217152557,IBS_T
Solar Array's Angle,80,65.66245700752498,IBS_T
High Gain Antenna Azimuth,80,-14.557982348156916,IBS_T
Heater Dutycycle,80,-23.04229625326557,IBS_T
2.5V_PCU_ELB,90,29.00507607253416,IBS_T
Radial Distance from Sun,90,0.0015157902761255,IBS_T
Electronic Box Temperature,90,-31.5078943601381,IBS_T
Search Coil Magnetometer's Temperature,90,21.047255909952824,IBS_T
Solar Array's Angle,90,13.612454092491667,IBS_T
High Gain Antenna Azimuth,90,15.205812066874108,IBS_T
Heater Dutycycle,90,-11.674551498139811,IBS_T
2.5V_PCU_ELB,100,10.063869055387867,IBS_T
Radial Distance from Sun,100,0.0018894856564453,IBS_T
Electronic Box Temperature,100,-60.99312400291546,IBS_T
Search Coil Magnetometer's Temperature,100,49.95058376033616,IBS_T
Solar Array's Angle,100,26.900479065441147,IBS_T
